trajectory,method,t0,T,ns,deltat,runtime,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49
19,CLEAR,10,310,100,10,124.420000,-0.017500,0.022500,-0.017500,0.050000,0.050000,0.012500,0.050000,0.050000,0.042500,0.045000,0.050000,0.050000,0.027500,0.000000,-0.047500,-0.027500,-0.035000,-0.025000,0.050000,0.000000,-0.015000,-0.025000,0.050000,0.020000,-0.017500,-0.035000,0.050000,0.020000,-0.047500,-0.012500,0.000000,0.045000,0.032500,-0.047500,-0.047500,-0.022500,0.050000,0.027500,-0.047500,-0.017500,-0.047500,-0.042500,-0.047500,-0.015000,-0.047500,-0.047500,-0.047500,0.025000,-0.037500,-0.047500
20,CLEAR,10,310,100,10,126.810000,0.000000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.032000,0.040000,0.040000,0.020000,0.040000,-0.038000,0.040000,0.040000,0.040000,0.000000,0.040000,-0.038000,-0.038000,0.040000,-0.034000,0.040000,-0.038000,0.040000,-0.038000,-0.030000,0.040000,0.040000,0.040000,0.040000,-0.016000,-0.038000,-0.038000,0.040000,-0.038000,0.040000,0.040000,0.040000,-0.038000,-0.038000,-0.028000,-0.036000,-0.038000,0.040000,-0.038000,-0.038000,-0.038000,-0.032000,-0.038000
21,CLEAR,10,310,100,10,127.340000,0.040000,0.040000,0.012000,0.040000,0.040000,0.040000,0.040000,0.040000,0.038000,0.040000,-0.038000,-0.006000,-0.038000,-0.038000,0.040000,0.040000,-0.038000,-0.028000,0.040000,-0.038000,0.040000,-0.038000,-0.034000,-0.038000,-0.038000,-0.038000,0.040000,-0.032000,-0.038000,-0.038000,0.040000,-0.038000,0.006000,-0.020000,-0.038000,0.036000,-0.038000,-0.012000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000,0.000000,-0.038000,-0.038000,-0.038000,-0.038000,-0.032000,-0.030000
22,CLEAR,10,310,100,10,124.870000,0.040000,0.032000,0.040000,0.022000,0.032000,0.018000,0.038000,0.040000,0.040000,0.040000,-0.038000,-0.012000,0.026000,-0.024000,-0.022000,0.032000,0.020000,0.018000,0.026000,0.040000,-0.002000,0.040000,-0.018000,-0.018000,-0.038000,-0.024000,-0.016000,0.040000,0.000000,0.020000,-0.016000,0.024000,0.040000,0.040000,-0.026000,0.040000,-0.038000,-0.038000,-0.022000,0.026000,-0.038000,-0.038000,-0.038000,0.014000,-0.038000,0.024000,-0.024000,-0.016000,-0.038000,0.014000
23,CLEAR,10,310,100,10,127.840000,0.000000,0.026000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,-0.038000,-0.038000,0.040000,0.018000,-0.034000,-0.038000,-0.038000,0.040000,-0.030000,0.040000,-0.038000,0.040000,0.012000,0.040000,-0.022000,-0.038000,0.040000,0.000000,0.040000,-0.038000,-0.038000,0.006000,0.040000,0.040000,0.040000,0.040000,0.038000,0.040000,-0.020000,-0.028000,-0.032000,0.008000,0.040000,-0.038000,-0.038000,-0.018000,-0.038000,-0.038000,-0.038000
24,CLEAR,10,310,100,10,124.810000,0.022500,0.050000,0.050000,0.007500,-0.035000,0.050000,0.002500,0.050000,0.050000,0.050000,0.050000,0.037500,0.050000,0.050000,-0.047500,-0.047500,-0.045000,0.050000,-0.042500,0.047500,0.000000,-0.042500,0.025000,-0.035000,-0.047500,0.050000,0.045000,0.015000,0.050000,0.050000,0.050000,-0.007500,-0.047500,0.050000,0.050000,-0.047500,-0.047500,-0.002500,-0.045000,0.050000,-0.047500,-0.047500,0.050000,-0.047500,-0.047500,-0.045000,-0.047500,-0.047500,0.050000,-0.037500
25,CLEAR,10,310,100,10,128.740000,0.040000,0.038000,-0.028000,0.032000,0.040000,0.040000,0.040000,0.040000,-0.012000,0.022000,-0.038000,-0.038000,0.038000,0.040000,0.018000,0.022000,-0.038000,0.020000,0.040000,-0.038000,0.040000,0.040000,-0.038000,0.024000,0.038000,0.040000,0.032000,-0.038000,0.034000,-0.028000,-0.032000,-0.036000,0.040000,0.040000,0.040000,0.040000,-0.034000,0.040000,0.040000,-0.038000,-0.022000,-0.010000,-0.038000,-0.034000,-0.038000,-0.038000,-0.038000,0.000000,-0.038000,-0.038000
26,CLEAR,10,310,100,10,113.940000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.034000,0.040000,0.040000,0.040000,0.040000,-0.038000,0.040000,-0.028000,0.002000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000,-0.020000,-0.038000,-0.038000,0.040000,0.038000,0.000000,0.040000,0.000000,0.040000,0.040000,-0.038000,-0.038000,-0.038000,-0.038000,-0.030000,0.040000,0.040000,-0.038000,0.040000,-0.038000,-0.038000,-0.008000,-0.038000,-0.038000,-0.038000,-0.022000,-0.034000,-0.038000,-0.038000
27,CLEAR,10,310,100,10,114.700000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,-0.020000,0.040000,0.040000,0.040000,-0.006000,0.006000,0.032000,-0.038000,-0.038000,-0.030000,0.040000,0.036000,-0.038000,-0.038000,-0.038000,-0.038000,0.000000,-0.038000,-0.038000,0.040000,-0.038000,0.040000,-0.038000,0.040000,-0.036000,0.040000,-0.038000,-0.038000,0.040000,0.040000,-0.038000,0.040000,0.040000,-0.038000,0.014000,-0.038000,-0.016000,-0.038000,-0.038000,-0.010000,-0.018000,-0.038000,0.000000,-0.038000
28,CLEAR,10,310,100,10,112.230000,0.050000,0.045000,0.050000,0.050000,0.050000,0.050000,0.017500,-0.022500,0.050000,0.050000,-0.047500,-0.047500,0.045000,-0.047500,0.050000,-0.035000,0.045000,-0.047500,-0.025000,0.000000,-0.047500,0.050000,0.050000,0.005000,0.000000,-0.017500,-0.047500,-0.047500,0.027500,-0.025000,-0.047500,0.045000,-0.047500,0.025000,-0.047500,0.050000,-0.047500,-0.047500,0.050000,-0.047500,-0.047500,-0.047500,-0.047500,-0.047500,-0.047500,-0.047500,-0.047500,-0.025000,-0.047500,-0.047500
29,CLEAR,10,310,100,10,113.170000,0.028000,0.034000,-0.026000,0.040000,0.040000,0.040000,0.040000,-0.038000,0.040000,0.040000,0.024000,0.028000,-0.038000,-0.022000,-0.038000,-0.038000,0.040000,-0.038000,-0.038000,-0.038000,0.040000,0.000000,0.040000,-0.038000,-0.038000,-0.038000,-0.038000,0.040000,0.040000,-0.038000,0.040000,0.040000,0.040000,0.000000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,-0.038000,-0.038000,-0.038000,0.000000,-0.038000,-0.038000,-0.038000,-0.032000,-0.038000,-0.038000
30,CLEAR,10,310,100,10,144.730000,0.040000,0.040000,0.024000,0.040000,0.040000,-0.012000,0.040000,0.020000,0.036000,0.040000,0.040000,-0.038000,0.012000,-0.038000,0.022000,-0.038000,0.040000,0.040000,-0.038000,-0.038000,0.040000,-0.022000,-0.038000,-0.038000,-0.038000,0.040000,-0.024000,-0.038000,0.040000,0.040000,-0.038000,0.000000,-0.038000,0.040000,0.040000,0.040000,-0.038000,-0.034000,-0.038000,0.040000,-0.038000,-0.038000,-0.038000,0.040000,0.040000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000
31,CLEAR,10,310,100,10,147.690000,0.040000,-0.004000,0.000000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,-0.008000,0.040000,-0.020000,-0.038000,0.040000,0.040000,0.000000,0.040000,-0.018000,0.040000,0.018000,0.040000,-0.038000,0.040000,0.032000,-0.024000,-0.038000,-0.038000,0.040000,0.040000,-0.038000,0.040000,0.040000,0.040000,0.040000,0.040000,-0.038000,0.040000,-0.038000,-0.038000,-0.038000,-0.038000,0.020000,-0.038000,-0.038000,-0.038000,-0.034000,-0.038000,0.012000
32,CLEAR,10,310,100,10,145.640000,0.020000,0.040000,0.040000,0.040000,0.040000,0.040000,0.020000,0.040000,0.040000,0.008000,0.040000,-0.018000,0.040000,-0.038000,0.018000,0.000000,0.000000,-0.038000,0.032000,0.040000,0.028000,0.040000,-0.036000,0.040000,0.018000,-0.038000,0.030000,-0.038000,0.028000,0.040000,0.026000,0.040000,0.000000,-0.038000,0.034000,-0.038000,-0.038000,-0.036000,-0.028000,0.028000,-0.038000,-0.038000,-0.038000,0.028000,0.000000,0.040000,-0.036000,-0.014000,-0.022000,-0.038000
33,CLEAR,10,310,100,10,147.150000,0.050000,0.045000,0.027500,0.035000,0.050000,-0.040000,0.050000,0.015000,0.050000,0.050000,-0.047500,-0.030000,-0.045000,0.050000,-0.035000,-0.035000,0.012500,0.042500,0.040000,-0.047500,-0.005000,0.007500,0.050000,0.050000,0.050000,0.050000,0.027500,-0.022500,0.027500,0.027500,0.050000,0.045000,-0.032500,0.000000,0.050000,0.047500,-0.047500,-0.020000,0.050000,0.050000,0.000000,-0.047500,-0.047500,-0.047500,-0.047500,-0.047500,0.050000,-0.047500,0.027500,-0.047500
34,CLEAR,10,310,100,10,146.500000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.022000,0.040000,0.034000,0.040000,0.040000,-0.012000,0.040000,0.040000,-0.038000,-0.038000,0.040000,0.040000,-0.038000,-0.038000,-0.038000,0.038000,0.040000,-0.038000,0.000000,-0.016000,0.040000,-0.038000,-0.038000,-0.038000,-0.038000,-0.030000,-0.038000,-0.038000,-0.038000,0.040000,0.026000,0.040000,0.000000,0.040000,-0.038000,-0.038000,-0.002000,-0.036000,-0.038000,-0.038000,0.040000,-0.038000,-0.038000,-0.036000
35,CLEAR,10,310,100,10,142.060000,0.040000,0.040000,0.020000,-0.012000,0.000000,0.040000,0.040000,0.038000,0.040000,0.040000,-0.038000,0.040000,-0.038000,0.040000,0.000000,-0.038000,0.040000,0.040000,-0.022000,0.040000,0.040000,0.040000,0.040000,-0.020000,0.040000,0.040000,0.000000,0.040000,0.040000,-0.038000,0.040000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000,0.000000,0.040000,0.040000,-0.038000,-0.028000,-0.038000,0.020000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000
36,CLEAR,10,310,100,10,144.380000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,-0.038000,-0.038000,-0.038000,-0.020000,-0.038000,-0.034000,0.040000,-0.038000,-0.016000,0.040000,-0.038000,-0.038000,-0.038000,0.040000,0.040000,0.040000,-0.038000,0.022000,0.040000,-0.038000,0.040000,-0.038000,0.040000,0.040000,-0.026000,-0.038000,-0.038000,-0.038000,-0.038000,0.040000,-0.038000,-0.038000,0.006000,-0.038000,-0.038000,-0.038000,0.008000,0.040000,-0.038000,-0.038000
37,CLEAR,10,310,100,10,147.020000,-0.038000,0.040000,0.040000,0.014000,0.040000,0.040000,0.030000,0.040000,0.040000,0.016000,0.000000,0.040000,-0.038000,-0.038000,0.038000,-0.038000,-0.038000,0.040000,-0.038000,-0.030000,-0.038000,-0.038000,-0.038000,0.000000,0.036000,-0.038000,0.040000,-0.030000,-0.038000,0.040000,0.040000,0.040000,-0.038000,-0.038000,0.032000,0.040000,-0.038000,0.038000,0.040000,0.040000,0.000000,-0.038000,0.032000,-0.038000,-0.038000,-0.038000,0.040000,0.000000,-0.028000,-0.038000
38,CLEAR,10,310,100,10,148.480000,0.000000,0.050000,0.050000,0.050000,-0.017500,0.050000,0.037500,0.025000,0.050000,0.050000,-0.047500,-0.047500,-0.047500,-0.047500,0.050000,0.050000,-0.037500,0.050000,-0.047500,-0.032500,-0.047500,0.050000,0.050000,-0.030000,-0.047500,0.050000,0.050000,0.050000,-0.047500,0.050000,0.012500,0.000000,0.050000,-0.047500,-0.047500,0.050000,0.050000,-0.047500,-0.047500,-0.047500,0.032500,-0.047500,-0.047500,-0.047500,-0.047500,-0.032500,-0.047500,-0.047500,-0.047500,-0.047500
39,CLEAR,10,310,100,10,148.100000,0.000000,0.050000,0.050000,0.050000,0.050000,0.032500,-0.030000,0.050000,0.050000,0.000000,-0.047500,-0.047500,-0.027500,-0.047500,0.050000,-0.047500,0.015000,-0.047500,0.050000,-0.047500,-0.047500,0.050000,0.050000,-0.047500,-0.047500,-0.010000,-0.022500,-0.047500,-0.047500,-0.047500,-0.042500,-0.025000,0.050000,-0.047500,0.050000,-0.047500,-0.015000,0.050000,0.040000,0.050000,-0.047500,-0.042500,-0.035000,-0.047500,-0.047500,-0.047500,-0.035000,-0.005000,0.050000,-0.047500
40,CLEAR,10,310,100,10,145.610000,0.050000,0.000000,0.050000,0.050000,0.050000,0.050000,0.045000,0.045000,-0.010000,-0.035000,0.050000,0.050000,0.000000,0.050000,-0.047500,-0.047500,0.000000,-0.047500,0.050000,-0.047500,-0.047500,-0.047500,-0.047500,-0.047500,0.050000,0.050000,-0.047500,-0.047500,-0.047500,0.000000,-0.047500,0.050000,0.050000,0.000000,-0.047500,0.000000,-0.047500,0.045000,-0.047500,0.000000,0.005000,-0.047500,-0.012500,-0.047500,-0.047500,-0.047500,-0.047500,-0.047500,-0.045000,-0.047500
41,CLEAR,10,310,100,10,147.970000,0.040000,0.040000,0.040000,0.040000,0.018000,0.000000,-0.038000,0.040000,0.000000,0.028000,0.032000,0.030000,-0.038000,0.022000,-0.038000,0.026000,-0.014000,-0.032000,-0.032000,-0.038000,0.040000,0.026000,0.040000,-0.038000,-0.014000,-0.020000,-0.020000,0.000000,-0.014000,0.018000,-0.024000,-0.018000,0.034000,0.032000,-0.030000,-0.026000,0.040000,-0.026000,-0.018000,0.040000,-0.038000,-0.030000,-0.038000,-0.038000,-0.020000,-0.016000,-0.020000,-0.038000,-0.032000,-0.038000
42,CLEAR,10,310,100,10,142.480000,-0.017500,0.050000,0.050000,0.050000,0.050000,-0.047500,0.050000,0.050000,0.050000,0.050000,-0.047500,-0.047500,0.000000,-0.047500,-0.047500,-0.005000,0.050000,-0.047500,0.010000,-0.047500,0.035000,-0.047500,0.045000,-0.047500,-0.025000,0.050000,-0.035000,-0.047500,-0.047500,0.017500,0.050000,0.050000,0.050000,-0.047500,0.050000,-0.045000,0.050000,-0.047500,-0.005000,-0.037500,-0.047500,-0.017500,-0.007500,-0.047500,-0.047500,-0.047500,-0.047500,-0.047500,-0.012500,-0.047500
43,CLEAR,10,310,100,10,147.060000,0.037500,0.002500,0.050000,0.050000,-0.010000,0.050000,0.050000,0.050000,0.050000,0.050000,-0.047500,0.015000,-0.007500,0.000000,-0.042500,-0.047500,-0.012500,-0.047500,0.050000,0.050000,0.050000,0.050000,-0.047500,-0.047500,-0.047500,0.050000,0.027500,0.050000,-0.047500,-0.047500,-0.047500,0.050000,0.050000,0.005000,0.050000,0.000000,0.015000,-0.047500,-0.047500,-0.047500,-0.047500,-0.047500,-0.015000,-0.047500,-0.047500,0.025000,-0.045000,0.042500,-0.047500,-0.047500
44,CLEAR,10,310,100,10,143.230000,0.028000,0.040000,0.040000,0.040000,0.040000,0.034000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000,0.028000,0.040000,0.040000,-0.038000,0.040000,-0.032000,0.040000,-0.038000,-0.030000,0.040000,0.040000,0.000000,0.040000,0.040000,0.040000,-0.038000,0.040000,-0.038000,-0.038000,-0.038000,0.040000,0.036000,-0.038000,-0.038000,0.002000,-0.038000,-0.038000,0.040000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000,-0.038000,-0.026000,-0.038000,0.010000,-0.018000
45,CLEAR,10,310,100,10,143.090000,0.040000,0.040000,0.032000,0.040000,0.000000,0.040000,0.040000,0.034000,0.040000,0.040000,0.040000,-0.034000,0.040000,0.040000,-0.038000,-0.038000,-0.024000,-0.032000,-0.024000,-0.038000,0.028000,-0.038000,0.000000,-0.026000,-0.038000,-0.038000,0.040000,-0.038000,-0.032000,0.032000,0.040000,0.040000,0.040000,-0.038000,0.040000,0.040000,-0.016000,-0.038000,-0.038000,0.040000,-0.038000,-0.038000,-0.038000,-0.038000,0.000000,0.040000,0.040000,-0.038000,-0.038000,-0.038000
