trajectory,method,t0,T,ns,deltat,runtime,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49
2,MPL_noMu,10,310,100,10,1.000000,0.018777,0.022785,0.007293,0.038397,0.083380,-0.002100,0.007340,0.001822,0.015126,0.014637,0.031648,0.002278,0.010966,-0.000130,-0.001078,-0.006207,0.007473,-0.016090,-0.015382,0.013520,0.010517,0.004537,0.003774,0.005499,-0.026937,0.010764,-0.006731,-0.005193,-0.003250,-0.006564,-0.002964,0.024886,0.011842,-0.004861,0.007771,-0.014471,-0.006374,0.001195,0.003684,0.000986,-0.024301,0.001207,0.001825,-0.014251,-0.054643,-0.008469,-0.011960,-0.003995,-0.036273,-0.018947
2,SL_noMu,10,310,100,10,1.000000,0.015547,0.049505,0.008028,0.011266,0.086603,0.000000,0.009292,0.000000,0.045706,-0.028803,0.019668,-0.040081,0.034915,0.002407,-0.008531,0.005199,0.000000,-0.046908,-0.043285,0.047528,0.015460,0.000000,0.043870,0.006696,-0.051980,-0.002055,-0.035937,-0.040640,-0.007027,-0.033676,-0.039023,0.051333,0.047540,0.015336,0.041723,0.000000,0.000000,0.037575,-0.002837,0.000000,-0.049125,0.000000,0.000000,-0.048017,-0.024414,-0.046536,-0.012282,-0.010567,0.005335,-0.049368
3,MPL,10,310,100,10,0.000593,0.051395,0.013286,0.059957,0.013415,-0.004951,0.020976,0.075815,0.018530,0.052941,0.055058,-0.009761,-0.018933,0.016755,0.007649,0.008511,-0.012011,0.013717,-0.007363,-0.016011,0.000340,-0.015771,0.022818,0.008354,0.011114,-0.021266,0.001079,-0.002188,-0.001420,-0.020883,0.011290,0.003679,0.015295,-0.007356,0.016191,0.002761,-0.021370,-0.017799,-0.003926,0.001041,0.017803,-0.041114,-0.020496,-0.073553,-0.017424,-0.024721,-0.024147,-0.032847,-0.018049,-0.025992,-0.051269
3,SL,10,310,100,10,0.000516,0.023663,0.024506,0.032792,0.017013,-0.030281,0.034115,0.079015,0.048759,-0.000602,0.030969,-0.052753,-0.053344,0.056062,0.024013,0.043382,-0.011266,0.031461,-0.050600,-0.017851,0.048562,-0.053006,0.060647,-0.005995,0.052738,-0.034144,-0.039618,-0.023573,0.041581,-0.059115,0.051316,-0.007656,0.055866,-0.024713,0.025553,0.045573,-0.039606,-0.020003,-0.043312,0.007311,0.051775,-0.062481,-0.037665,-0.041777,-0.024557,-0.032746,-0.035288,-0.057282,-0.056081,-0.052115,-0.015119
3,MPL_noMu,10,310,100,10,1.000000,0.051195,0.004230,0.059310,0.002736,0.002252,0.016355,0.075934,0.016336,0.052686,0.056692,-0.012183,-0.014008,0.019279,0.003813,0.007241,-0.003574,0.006366,-0.008194,-0.006937,-0.000276,-0.016323,0.025824,0.010251,0.010517,-0.014484,0.000378,-0.001043,-0.001798,-0.021772,0.013536,0.006487,0.016225,-0.001751,0.006738,0.003809,-0.016790,-0.007628,-0.000074,-0.002108,0.013250,-0.035707,-0.012404,-0.070454,-0.010574,-0.018220,-0.019446,-0.035615,-0.014778,-0.024287,-0.050371
3,SL_noMu,10,310,100,10,1.000000,0.024091,0.012272,0.033585,0.004261,-0.018956,0.023926,0.077878,0.044964,0.000000,0.034088,-0.048959,-0.048922,0.052220,0.015059,0.040027,-0.002838,0.019690,-0.046656,-0.007163,0.044673,-0.049191,0.056478,-0.003531,0.048499,-0.021358,-0.036818,-0.021216,0.038373,-0.054839,0.047818,-0.003121,0.051835,-0.015494,0.012791,0.042487,-0.028846,-0.008017,-0.039273,0.002983,0.047489,-0.057108,-0.025133,-0.040893,-0.012297,-0.020489,-0.024744,-0.053352,-0.051687,-0.048045,-0.015492
4,MPL,10,310,100,10,0.000750,0.027312,0.018926,0.044329,0.050981,0.021257,0.023544,0.012288,0.017580,0.052783,0.043486,0.009896,0.020942,0.012178,0.004487,0.007191,0.023262,-0.027169,0.018796,0.017286,-0.017017,0.012714,-0.002393,0.014808,0.009092,0.005599,-0.016666,0.026956,-0.005779,-0.019913,-0.007424,0.016954,0.008981,0.006866,-0.005411,-0.005969,0.004582,0.008080,0.002046,0.014078,-0.015104,-0.021522,-0.023188,-0.048503,-0.020285,-0.031765,-0.016346,-0.025545,-0.011620,-0.048731,-0.013408
4,SL,10,310,100,10,0.000765,0.065621,-0.010045,-0.010294,0.024111,0.029196,0.060009,0.023539,0.032289,0.029319,0.029033,-0.017161,0.025560,0.057057,0.022161,0.014537,0.049022,-0.064017,0.021856,0.051148,-0.031173,-0.009676,-0.017486,0.022051,-0.007262,0.007696,-0.028441,0.068786,-0.006379,-0.063828,0.017663,0.027415,0.019704,0.014717,0.006805,-0.045618,-0.010078,0.048733,0.022137,0.050112,0.014481,-0.036945,-0.035747,-0.013995,-0.024513,-0.069661,-0.019997,-0.032772,-0.042758,-0.003900,-0.020935
4,MPL_noMu,10,310,100,10,1.000000,0.027157,0.020303,0.044051,0.052001,0.015893,0.017232,0.004003,0.014206,0.053277,0.043299,0.008985,0.012200,0.010177,0.005382,-0.000534,0.020265,-0.026677,0.010678,0.020022,-0.013494,0.018052,0.003605,0.010891,0.009882,-0.002784,-0.013448,0.024391,-0.000861,-0.019554,-0.010603,0.013858,0.001847,0.000246,-0.007965,-0.007731,0.009957,0.006280,-0.002626,0.010858,-0.017766,-0.020391,-0.021927,-0.049303,-0.012099,-0.032180,-0.005980,-0.019312,-0.006384,-0.047625,-0.009567
4,SL_noMu,10,310,100,10,1.000000,0.057839,-0.005827,-0.009009,0.024175,0.018282,0.051082,0.011791,0.021565,0.029447,0.029360,-0.013611,0.012795,0.049710,0.019662,0.003648,0.042439,-0.056430,0.010956,0.045790,-0.020824,0.000000,-0.008786,0.013839,-0.003711,0.000000,-0.019011,0.059892,0.000000,-0.055940,0.011113,0.018330,0.009887,0.005920,0.003483,-0.039507,-0.004080,0.042484,0.013893,0.043379,0.009134,-0.026918,-0.026050,-0.014275,-0.012275,-0.061390,-0.008015,-0.020506,-0.035300,-0.005505,-0.013145
5,MPL,10,310,100,10,0.000821,0.025144,0.008031,0.012425,0.016976,0.029569,0.017273,0.022195,0.019051,0.015522,0.044152,-0.006690,0.004931,0.010480,0.014460,0.002561,0.007367,-0.017077,0.022383,0.014013,-0.020975,-0.019069,-0.013773,-0.002401,0.004728,0.022631,0.017304,0.010270,0.024169,-0.021205,0.012067,0.005407,0.008508,0.013162,-0.012072,0.015887,-0.020979,0.013450,-0.017506,-0.002883,-0.008664,-0.041779,-0.052531,-0.054055,-0.062503,-0.013130,-0.015019,-0.022670,-0.027743,-0.054810,-0.033127
5,SL,10,310,100,10,0.000907,0.041044,0.011265,0.014542,0.019078,0.049488,0.015682,0.028152,0.028172,0.030849,0.057783,0.003069,0.021610,0.024201,-0.012712,-0.007684,0.009079,-0.023551,0.032808,0.023551,-0.013863,-0.036263,-0.025041,-0.010239,0.019321,0.029300,0.020448,0.009086,0.039775,-0.021738,-0.013872,0.020631,0.019685,0.026304,-0.019702,0.018602,-0.039587,0.023551,-0.031494,-0.024226,0.006771,-0.011306,-0.050698,-0.035506,-0.082859,-0.025571,-0.017008,-0.039568,0.004878,-0.072850,-0.028530
5,MPL_noMu,10,310,100,10,1.000000,0.022213,0.001164,0.002972,0.013496,0.028771,0.006964,0.014932,0.014144,0.013384,0.042612,-0.012146,0.001530,0.002509,0.016351,0.010416,-0.000273,-0.009672,0.016441,0.006256,-0.025465,-0.018623,-0.008976,-0.001886,0.004415,0.023412,0.011882,0.010562,0.023700,-0.010050,0.016368,0.001984,0.002590,0.011010,-0.006442,0.003903,-0.018182,0.006374,-0.009440,0.003152,-0.009395,-0.044767,-0.051130,-0.057193,-0.059967,-0.007023,-0.004008,-0.019831,-0.031053,-0.054213,-0.030854
5,SL_noMu,10,310,100,10,1.000000,0.029888,0.002838,0.003649,0.010955,0.037144,0.003931,0.017633,0.017645,0.022501,0.056593,-0.006289,0.014478,0.013865,-0.008033,0.000000,0.000000,-0.011797,0.020528,0.011797,-0.020626,-0.027259,-0.014342,-0.006937,0.014149,0.021379,0.012842,0.006742,0.029884,-0.008706,-0.006991,0.011837,0.009877,0.018481,-0.009886,0.004654,-0.028832,0.011797,-0.019711,-0.013879,0.003468,-0.012935,-0.050476,-0.036433,-0.081427,-0.012800,-0.004260,-0.028818,0.000000,-0.071967,-0.020821
6,MPL,10,310,100,10,0.000780,0.003418,0.019372,0.008270,0.008330,0.047539,0.017252,0.034546,0.025287,0.018124,0.021734,0.005071,-0.005486,-0.014066,-0.026668,-0.013170,-0.017461,-0.003164,-0.020871,0.008745,-0.016761,0.021738,0.002700,0.013921,0.005368,-0.012044,-0.008981,0.003864,0.003823,0.025262,0.008544,0.008606,-0.000510,-0.018415,-0.019407,-0.004325,-0.011571,-0.014262,-0.006408,-0.012024,0.010245,-0.011876,-0.020953,-0.029440,-0.026950,-0.015213,-0.038304,-0.051772,-0.051287,-0.002716,-0.037875
6,SL,10,310,100,10,0.000695,0.010324,0.017650,-0.023647,0.015710,0.025379,0.035899,0.061859,0.050550,0.023475,0.032684,0.020298,-0.020010,-0.021354,-0.039740,-0.044088,-0.019245,-0.037032,-0.040631,-0.004817,-0.020674,0.050089,0.029233,0.020497,0.010030,-0.020011,-0.017532,-0.007776,0.018177,0.038755,0.018091,0.017384,0.018313,-0.055129,-0.032017,-0.003396,-0.020556,0.021157,0.000091,-0.032426,0.024725,-0.025505,-0.033028,-0.011073,-0.046755,-0.022054,0.003285,-0.054736,-0.007986,-0.008417,0.002325
6,MPL_noMu,10,310,100,10,1.000000,-0.006923,0.020106,0.004623,0.002163,0.045984,0.010608,0.032814,0.021520,0.021240,0.016421,0.003178,-0.004189,-0.012024,-0.019246,-0.014127,-0.019229,-0.002146,-0.014583,0.014241,-0.008848,0.013354,0.001746,0.010400,-0.004698,-0.014084,-0.005867,0.009458,0.003372,0.027941,0.006804,0.005116,0.001153,-0.017847,-0.018466,-0.004602,-0.008166,-0.009542,0.001982,-0.010180,0.006533,-0.003717,-0.013710,-0.023713,-0.023599,-0.015551,-0.035026,-0.052674,-0.050331,0.006298,-0.038222
6,SL_noMu,10,310,100,10,1.000000,0.000000,0.017079,-0.022945,0.014905,0.024462,0.026161,0.054536,0.043759,0.022712,0.023831,0.019529,-0.019243,-0.015624,-0.028944,-0.039821,-0.021104,-0.032722,-0.033552,0.000000,-0.011861,0.041322,0.025870,0.019718,0.000000,-0.019239,-0.016773,-0.001975,0.014415,0.038236,0.017320,0.016614,0.017713,-0.048622,-0.026117,-0.003137,-0.019773,0.020420,0.008269,-0.026811,0.018064,-0.015986,-0.023169,-0.010420,-0.037469,-0.021289,0.002820,-0.054777,-0.008180,0.000000,0.001955
7,MPL,10,310,100,10,0.000719,0.013947,0.013575,0.062410,0.050525,0.027375,0.050930,0.018512,0.025199,0.010569,0.017042,-0.014347,-0.021727,-0.013365,-0.009899,-0.017085,-0.009109,-0.004422,-0.022662,0.015175,0.011392,0.006045,-0.002226,-0.014868,0.000369,0.011704,-0.002923,-0.020495,-0.021036,0.002165,-0.003173,0.012672,-0.000309,-0.005806,0.016190,-0.000164,-0.005184,-0.012217,-0.010942,-0.003833,0.000493,-0.006519,-0.022112,-0.037241,-0.011043,-0.013312,-0.012169,-0.009801,-0.012492,-0.041569,-0.016151
7,SL,10,310,100,10,0.000707,0.013626,0.013635,0.030668,0.013563,0.067537,0.032358,0.051406,0.071094,0.012323,0.053276,-0.013029,-0.058458,-0.050317,-0.051008,-0.061872,-0.013031,0.034144,-0.068937,0.061867,0.009394,0.055671,-0.009652,-0.001007,0.007258,0.017011,-0.003400,-0.065200,-0.063869,-0.019351,-0.008842,0.034232,0.006998,-0.010661,0.061856,-0.004377,-0.007658,0.021548,-0.009069,-0.049249,0.001751,-0.006535,-0.067016,-0.004709,-0.010327,-0.017023,-0.007260,-0.015670,-0.013040,0.002505,-0.018599
7,MPL_noMu,10,310,100,10,1.000000,0.000253,-0.000106,0.061815,0.052312,0.027299,0.050719,0.017168,0.024930,0.001997,0.016394,-0.001611,-0.021219,-0.011705,-0.009531,-0.015282,0.004119,-0.004890,-0.020773,0.013861,0.015422,0.006281,0.007874,-0.017925,-0.009063,0.000843,0.007093,-0.018764,-0.020663,-0.001088,0.003604,0.011533,-0.009266,0.001967,0.014375,0.007126,0.001796,-0.013354,-0.001493,-0.002810,0.005845,0.004633,-0.020291,-0.038208,-0.000281,-0.001619,-0.000987,0.000159,0.000203,-0.043025,-0.002517
7,SL_noMu,10,310,100,10,1.000000,0.000000,0.000000,0.030402,0.014523,0.059839,0.032085,0.045087,0.062648,0.003100,0.046992,0.000000,-0.052309,-0.044136,-0.044999,-0.054231,0.000000,0.030010,-0.060403,0.054226,0.013201,0.049096,0.000000,-0.003312,-0.003656,0.004260,0.006924,-0.057138,-0.056300,-0.016982,-0.002239,0.029897,-0.003529,-0.002689,0.054217,0.002246,0.000000,0.018284,0.000000,-0.042636,0.006437,0.003302,-0.058725,-0.006119,0.000000,-0.004263,0.003657,-0.003928,0.000000,0.000000,-0.004653
8,MPL,10,310,100,10,0.000801,0.060274,0.007716,-0.005715,0.030214,0.038762,0.020534,0.062790,0.066059,0.069834,0.030446,0.007734,0.013829,-0.008300,-0.008172,-0.021291,0.002044,0.022881,0.020940,0.008863,-0.026017,-0.009876,-0.006020,-0.000533,-0.003437,0.028238,-0.021340,-0.007383,-0.009408,-0.001193,0.019934,0.020390,0.011492,0.009315,-0.007221,-0.000997,-0.020062,0.001371,-0.003999,-0.009268,-0.016396,-0.020952,-0.013074,-0.021782,-0.063164,-0.050032,-0.025816,-0.016850,-0.023365,-0.019153,-0.049241
8,SL,10,310,100,10,0.000621,0.062554,-0.038550,-0.039451,0.053629,0.052947,0.038328,0.009869,0.018022,0.056791,0.050779,0.010693,0.021741,-0.034211,-0.035548,-0.047580,-0.031602,0.042251,0.045597,0.034665,-0.047588,-0.037877,0.028496,-0.032811,0.024276,0.050574,-0.045622,0.024215,-0.009366,0.042665,0.036158,0.046505,0.034678,0.035310,0.006661,-0.045820,-0.046576,0.028892,0.029622,-0.048549,-0.033728,-0.042538,-0.018526,-0.048030,-0.021476,0.012029,-0.049170,-0.045394,-0.046594,-0.047816,-0.018511
8,MPL_noMu,10,310,100,10,1.000000,0.061549,0.007115,-0.005861,0.031298,0.037860,0.016238,0.062326,0.064701,0.071400,0.028571,-0.002763,0.001832,-0.005435,-0.004458,-0.023680,0.005162,0.022917,0.020813,0.005316,-0.017209,-0.009408,-0.007599,0.002205,-0.005590,0.026493,-0.019912,-0.007101,-0.000221,0.000288,0.015600,0.020286,0.005737,0.009654,-0.013558,-0.003973,-0.014247,-0.000343,-0.007800,-0.013246,-0.010026,-0.013317,-0.002833,-0.021503,-0.061429,-0.048038,-0.024146,-0.016646,-0.022644,-0.017613,-0.047528
8,SL_noMu,10,310,100,10,1.000000,0.064325,-0.035203,-0.035655,0.048577,0.049248,0.033226,0.010120,0.017883,0.057002,0.046007,0.000000,0.008707,-0.029677,-0.030831,-0.044280,-0.027429,0.038025,0.041603,0.030470,-0.035724,-0.034484,0.024563,-0.028850,0.021110,0.045978,-0.041494,0.022592,0.000000,0.039725,0.031775,0.043107,0.029600,0.032911,0.000000,-0.043148,-0.036650,0.029058,0.025309,-0.045830,-0.024588,-0.031949,-0.007431,-0.043528,-0.021729,0.011385,-0.044555,-0.041988,-0.041913,-0.043177,-0.018391
9,MPL,10,310,100,10,0.000836,0.024838,0.029194,0.048077,0.019223,0.024033,0.067950,0.017521,0.017209,0.021358,0.019333,0.017296,0.014129,-0.004543,0.004404,-0.021809,-0.007034,-0.000998,0.014758,-0.005113,0.003991,-0.005480,-0.026011,0.005497,0.019366,0.012595,-0.003438,0.017277,0.014433,0.012833,0.024203,-0.003727,-0.000173,0.007404,0.007504,0.011995,0.010736,-0.018576,0.007582,-0.008060,-0.013309,-0.020030,-0.018892,0.011146,-0.059931,-0.015778,-0.051273,-0.015862,-0.023338,-0.026407,-0.030604
9,SL,10,310,100,10,0.000750,0.051595,0.062620,0.030412,0.022730,0.055889,0.076368,0.018599,0.017008,0.057848,0.023815,0.018599,0.013911,0.003766,0.048314,-0.052791,-0.032461,0.009066,0.011989,-0.016654,0.032203,-0.010343,-0.066060,0.006847,0.013867,0.039127,-0.003135,-0.002230,0.015112,0.015177,0.053667,0.005769,0.033074,0.013626,-0.038891,0.000144,0.015133,-0.055111,0.026403,-0.039994,-0.014546,0.015429,-0.026688,0.049415,-0.056128,-0.012014,-0.035146,-0.017011,-0.061031,-0.066053,-0.070591
9,MPL_noMu,10,310,100,10,1.000000,0.022930,0.029618,0.047590,0.009395,0.023197,0.067071,0.005522,0.006157,0.020653,0.008490,0.005268,0.008831,-0.009267,0.002068,-0.017753,-0.005835,-0.008162,0.002614,0.003249,0.002436,-0.000114,-0.023647,0.001436,0.025224,0.013146,-0.011003,0.021171,0.004541,0.006210,0.024588,-0.010504,-0.002275,0.007380,0.007563,0.015455,0.000723,-0.014853,0.007472,-0.006337,-0.004585,-0.017126,-0.010771,0.009085,-0.056934,-0.003649,-0.050535,-0.004184,-0.022624,-0.023432,-0.029996
9,SL_noMu,10,310,100,10,1.000000,0.044317,0.054162,0.030912,0.009099,0.047991,0.075188,0.004653,0.004260,0.050048,0.009530,0.004653,0.005600,-0.001946,0.040344,-0.044535,-0.027949,0.000000,0.000000,-0.006688,0.026629,0.000000,-0.056693,0.000000,0.020633,0.034145,-0.012221,0.000000,0.003790,0.006103,0.046443,-0.002927,0.027344,0.011220,-0.033706,0.004546,0.003796,-0.046927,0.021865,-0.034102,-0.003650,0.013272,-0.013355,0.042453,-0.054804,0.000000,-0.035214,-0.004260,-0.052792,-0.056687,-0.061034
10,MPL,10,310,100,10,0.001046,0.023884,0.023926,0.012287,0.013636,0.015697,0.008164,0.011772,0.062005,0.010467,0.014799,0.013324,0.000193,-0.014645,0.000196,0.012832,0.001117,0.023722,0.019753,0.002275,0.000476,0.005798,0.001204,0.005691,0.007244,0.013321,-0.017015,-0.023273,0.009827,0.020919,-0.019096,0.013887,0.000915,0.005726,-0.005382,0.020810,-0.006658,-0.009496,-0.005669,0.008278,-0.014611,-0.059705,-0.030248,-0.040731,0.017436,-0.009471,-0.006831,-0.015352,-0.033066,-0.016909,-0.022480
10,SL,10,310,100,10,0.000788,0.055143,0.066710,0.039095,0.030202,0.013626,0.009989,0.033985,0.048260,0.033396,0.041033,0.041026,0.003196,-0.046668,0.015275,0.029231,0.014419,0.047026,0.053931,-0.022102,0.005269,0.044355,-0.016960,-0.004069,-0.030522,0.049259,-0.042449,-0.048955,0.009360,0.055160,-0.058736,0.044227,-0.017972,0.040462,-0.033824,0.060081,-0.035991,-0.011374,-0.019434,0.038691,-0.038730,-0.044681,-0.036458,-0.049180,0.041040,0.037962,-0.009690,-0.009996,-0.002583,-0.060324,-0.061414
10,MPL_noMu,10,310,100,10,1.000000,0.021510,0.028661,0.011643,0.006397,0.002072,-0.001940,0.006446,0.059868,0.006688,0.009124,0.007670,-0.004405,-0.012808,-0.004430,0.005032,-0.003665,0.015797,0.019470,0.003149,0.002164,0.005792,0.005638,0.010103,0.007725,0.013262,-0.009963,-0.024711,0.000277,0.018552,-0.016557,0.014149,-0.001627,0.003892,-0.004145,0.020622,-0.006109,-0.010970,-0.000386,0.006489,-0.008640,-0.060012,-0.025299,-0.039591,0.011715,-0.010110,0.003061,-0.005084,-0.032418,-0.021040,-0.026578
10,SL_noMu,10,310,100,10,1.000000,0.046022,0.060375,0.033342,0.020179,0.000000,0.000000,0.026219,0.048149,0.027235,0.033425,0.033419,0.000000,-0.038975,0.008794,0.018304,0.008309,0.036219,0.047824,-0.019717,0.007618,0.037806,-0.010673,0.000000,-0.027002,0.042323,-0.032708,-0.049081,0.000000,0.046036,-0.049009,0.038017,-0.015119,0.033814,-0.028295,0.053257,-0.030970,-0.014943,-0.012212,0.031525,-0.029857,-0.045531,-0.029717,-0.049410,0.033430,0.032383,0.000000,0.000000,-0.004781,-0.054613,-0.055596
11,MPL,10,310,100,10,0.000681,0.038225,0.027579,0.054409,0.059357,0.033425,0.019785,0.050261,-0.021419,0.029125,0.027960,0.023411,0.014713,-0.000201,0.020550,-0.005145,-0.006073,0.000027,-0.010240,-0.027587,0.003983,-0.013213,0.026075,0.000614,-0.016460,-0.016868,-0.016832,-0.004968,0.006435,0.033903,-0.006646,0.001328,-0.035056,-0.007694,-0.017071,0.039368,0.001369,-0.012290,-0.018975,-0.006733,0.024600,-0.035544,-0.022288,-0.014401,-0.034996,-0.021964,-0.049806,-0.041871,-0.023534,-0.052134,-0.021527
11,SL,10,310,100,10,0.000576,0.062480,0.070760,0.032617,0.032843,0.061919,0.067531,-0.015854,-0.039649,0.075092,0.039309,0.070374,0.040143,-0.040112,0.036932,-0.005598,-0.066467,0.008800,-0.054009,-0.074207,0.044006,-0.015658,0.070350,0.008848,-0.032437,-0.038343,-0.059986,0.038083,0.043748,0.082140,-0.053800,0.003528,-0.058730,-0.033657,-0.006715,0.065149,-0.034339,-0.055291,-0.057039,-0.043659,0.085106,-0.052593,-0.034756,-0.034679,-0.075434,-0.065617,-0.059048,0.022866,-0.052568,-0.057130,-0.068066
