trajectory,method,t0,T,ns,deltat,runtime,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49
2,MPL_noMu,0,1000,100,10,1.000000,0.020891,0.023272,0.013323,0.026286,0.016454,0.018357,0.033133,0.029171,0.009507,0.015354,0.003069,0.002440,0.006957,-0.001312,0.002782,0.003489,0.002943,0.005913,0.001873,0.009611,0.005420,0.002693,0.003615,0.005462,0.000808,-0.008020,0.002985,0.001429,0.006326,0.003492,0.001709,0.009648,0.001579,0.013649,0.001276,0.002936,0.014694,0.006064,0.006259,0.000700,0.001033,0.000729,0.002018,0.001083,-0.009150,0.000159,-0.003122,0.006635,0.002875,0.001041
2,SL_noMu,0,1000,100,10,1.000000,0.024603,0.019960,0.006205,0.043814,0.008966,0.009891,0.046556,0.006944,0.001420,0.000000,0.000000,0.000000,0.000000,0.020411,0.002614,0.000000,0.000000,0.000000,0.000000,0.015451,0.000000,0.000000,0.000000,0.000756,0.000000,0.002726,0.002492,0.000000,0.000000,0.000000,0.000000,0.002172,0.000000,0.000000,0.001615,0.003094,0.022238,0.005780,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3,MPL,0,1000,100,10,0.001036,0.019046,-0.000297,0.024188,0.018678,0.020622,0.020433,0.025887,0.032800,0.015885,0.012916,0.001629,-0.009352,-0.010106,-0.004753,-0.000699,0.001780,0.000603,-0.012396,0.007751,-0.020591,-0.004541,0.009724,-0.001642,0.009473,0.008394,-0.013038,-0.012770,0.000080,0.010689,-0.007008,-0.012108,-0.000528,-0.019547,-0.005880,0.007320,-0.007185,-0.009392,-0.007254,-0.009529,0.014593,-0.019141,-0.020322,-0.014183,-0.033470,-0.014018,0.001793,-0.013320,-0.015925,-0.035526,-0.010362
3,SL,0,1000,100,10,0.000963,0.003568,-0.014977,0.024555,0.015565,0.008026,0.001647,0.008401,0.014901,0.003144,0.013464,-0.001928,-0.011988,-0.008952,-0.007391,-0.004130,-0.001746,0.015999,-0.018264,-0.003203,-0.021959,-0.011644,0.000968,-0.006723,0.001342,0.013488,-0.016548,-0.020092,0.007850,-0.007866,-0.015695,-0.015988,0.005858,-0.015141,-0.008862,-0.005901,-0.011644,-0.011197,-0.012091,-0.013898,-0.002126,-0.018249,-0.023998,-0.014770,-0.028746,-0.014053,-0.003180,-0.018577,-0.010753,-0.030350,-0.011817
3,MPL_noMu,0,1000,100,10,1.000000,0.027565,0.016936,0.026519,0.023625,0.019652,0.021665,0.027327,0.033820,0.021056,0.017329,0.008238,0.005274,0.000246,0.003413,0.011429,0.004488,0.002974,0.005884,0.015733,0.002182,0.010624,0.013964,0.007403,0.014328,0.013547,0.003156,0.009753,0.002340,0.020105,0.007366,0.002349,0.004937,-0.004057,0.017114,0.019210,0.005042,0.000392,0.006729,0.005107,0.023504,-0.000538,0.004538,0.001999,-0.004988,-0.000101,0.008221,0.005971,-0.004530,-0.004694,0.009142
3,SL_noMu,0,1000,100,10,1.000000,0.006721,0.000000,0.024155,0.016456,0.008038,0.002084,0.008447,0.014210,0.006212,0.012869,0.000000,0.001349,0.000000,0.000000,0.006440,0.000000,0.016401,0.000000,0.000000,0.000000,0.000000,0.003204,0.000000,0.003970,0.014163,0.000000,0.000000,0.011280,0.000000,0.000000,0.000000,0.011968,0.000000,0.013461,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000844,0.000000,0.000000,0.000000,0.007960
4,MPL,0,1000,100,10,0.001040,-0.019516,0.027088,-0.001080,0.027113,0.021514,0.020881,0.026589,0.011438,0.029834,0.017070,-0.005312,-0.026488,0.001625,-0.031643,-0.004090,-0.001974,-0.001209,-0.000740,0.004129,-0.011177,-0.005072,0.012139,-0.010680,-0.000283,0.001402,-0.009329,-0.007041,-0.001402,-0.002266,-0.008912,0.000851,-0.005402,-0.020654,-0.025542,-0.020064,0.004003,0.010534,0.002933,0.002168,-0.012251,-0.035210,-0.024656,-0.019141,-0.032895,-0.028364,-0.003252,-0.004483,-0.018362,-0.015251,-0.017552
4,SL,0,1000,100,10,0.001021,-0.022822,0.018132,-0.007595,0.018047,0.007770,0.024434,0.015003,0.000555,0.020631,0.016818,-0.010265,-0.026360,0.003698,-0.026599,-0.007859,-0.011271,-0.004602,0.002953,0.001400,-0.011496,0.018653,-0.004485,-0.012539,0.008262,-0.005283,-0.014212,-0.010570,-0.005596,-0.003577,-0.012352,-0.007921,-0.006933,-0.021755,-0.023344,-0.017109,-0.002258,0.004700,-0.007741,-0.007629,-0.013884,-0.033374,-0.027846,-0.025766,-0.030381,-0.029509,-0.007955,-0.011170,-0.018204,-0.015794,-0.020926
4,MPL_noMu,0,1000,100,10,1.000000,0.003458,0.031998,0.014574,0.029248,0.022906,0.021559,0.026811,0.014799,0.030846,0.018197,0.006386,-0.000107,0.004281,-0.004567,0.002451,0.008708,0.003548,0.006652,0.007064,-0.000676,-0.003980,0.018105,0.001858,0.006034,0.008220,0.006499,0.003607,0.002637,0.001830,0.002097,0.011799,0.000106,0.000181,-0.002147,-0.002368,0.005839,0.012154,0.012029,0.008715,0.003272,-0.001938,0.003094,0.006625,-0.002438,0.002549,0.004812,0.006758,0.004955,0.000436,0.004085
4,SL_noMu,0,1000,100,10,1.000000,0.000000,0.018612,0.005165,0.017958,0.008658,0.023257,0.015702,0.001945,0.019452,0.016629,0.001158,0.000000,0.005109,0.000000,0.000000,0.000000,0.000000,0.009667,0.003023,0.000000,0.019623,0.000519,0.000000,0.013826,0.000000,0.000000,0.000000,0.000000,0.002507,0.000000,0.002022,0.000000,0.000000,0.000000,0.000000,0.000000,0.005631,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002829,0.004578,0.000000,0.000000
5,MPL,0,1000,100,10,0.001138,0.018834,0.008944,0.024276,0.027669,0.022276,0.013997,0.021839,0.005727,0.019068,0.018950,-0.003767,0.008918,0.002387,-0.005982,-0.002859,-0.015619,0.000247,-0.010628,-0.015801,0.009877,-0.015653,-0.010916,-0.012893,-0.001230,0.012863,-0.018588,0.002061,0.000685,0.001598,-0.005392,-0.003855,0.003757,-0.011995,0.003375,0.004643,-0.019041,-0.009855,0.008564,-0.020633,0.001564,-0.010854,-0.007090,-0.028174,-0.025887,-0.023514,-0.023316,-0.020690,-0.009566,-0.008817,-0.022438
5,SL,0,1000,100,10,0.001011,0.007046,0.000032,0.032570,0.014309,0.023166,0.023806,0.021925,0.001778,0.028899,0.018487,-0.005080,-0.007073,-0.000513,-0.009509,-0.005922,-0.015764,-0.013485,-0.012834,-0.016521,-0.001623,-0.012883,-0.013696,-0.010157,-0.002597,0.022492,-0.012082,0.009944,-0.005370,-0.003456,-0.018957,-0.009654,-0.003999,-0.011177,-0.000365,0.002055,-0.021359,-0.012467,-0.002561,-0.023372,-0.003310,-0.013647,-0.014098,-0.027141,-0.022805,-0.022845,-0.021425,-0.021449,-0.007460,-0.008723,-0.021814
5,MPL_noMu,0,1000,100,10,1.000000,0.020811,0.009865,0.024767,0.025022,0.023826,0.017047,0.023537,0.014628,0.023000,0.021630,0.001858,0.017143,0.006957,0.006508,0.009716,-0.001464,0.014920,0.002151,0.003668,0.012154,-0.003475,0.003215,-0.004362,0.001778,0.012237,-0.006832,0.002732,0.007148,0.006379,0.016151,0.004578,0.011583,0.000037,0.005062,0.009278,0.002260,0.002990,0.010253,0.002824,0.008229,0.001041,0.002239,-0.001819,-0.004538,-0.000819,-0.002876,0.001626,-0.003079,-0.001337,0.000251
5,SL_noMu,0,1000,100,10,1.000000,0.008578,0.001855,0.032733,0.014058,0.022250,0.025158,0.020719,0.009584,0.028925,0.017462,0.000585,0.000000,0.006243,0.002417,0.006079,0.000000,0.000000,0.001442,0.000000,0.001837,0.000000,0.000000,0.000000,0.000000,0.023755,0.000000,0.011252,0.000000,0.000000,0.000000,0.000000,0.002794,0.000000,0.000891,0.005560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000848,0.000988,0.000000
6,MPL,0,1000,100,10,0.001037,-0.001212,-0.000022,0.027277,-0.002146,0.020889,0.036805,0.024032,0.021948,0.032681,0.023293,0.007128,0.011720,-0.007546,-0.013264,0.005295,0.001686,-0.000965,-0.003622,-0.013702,0.011189,0.007461,-0.025504,0.003036,-0.017690,-0.002736,0.011376,-0.012789,-0.013498,0.005925,-0.008100,-0.014548,-0.000421,-0.002001,-0.003802,0.001084,-0.008729,0.003347,-0.019378,-0.003866,0.000271,-0.013702,-0.001757,-0.019835,-0.027569,-0.017223,-0.028599,-0.016489,-0.035601,-0.025798,-0.015948
6,SL,0,1000,100,10,0.000938,-0.007809,-0.006813,0.011963,-0.008628,0.022644,0.019990,0.014261,0.001021,0.032884,0.015700,-0.003091,-0.001009,-0.007825,-0.014651,-0.004110,-0.009008,-0.000607,-0.008988,-0.016372,0.006942,-0.003755,-0.025669,-0.002153,-0.015998,-0.009042,0.000194,-0.012101,-0.014829,-0.002303,-0.005893,-0.014572,-0.008378,-0.007843,-0.005944,-0.004226,-0.009209,-0.000732,-0.017221,-0.007253,-0.002790,-0.015570,-0.002017,-0.014470,-0.027810,-0.020728,-0.022876,-0.017178,-0.035793,-0.026388,-0.017163
6,MPL_noMu,0,1000,100,10,1.000000,0.012299,0.009520,0.025981,0.010032,0.019321,0.040534,0.030293,0.025873,0.039346,0.023574,0.011443,0.019062,0.011877,0.001791,0.015438,0.013918,0.005125,0.005807,0.004729,0.018382,0.014469,0.001040,0.003521,0.001772,0.011704,0.015581,-0.002865,0.000441,0.011198,-0.002195,0.001121,0.007659,0.005264,0.004901,0.007645,-0.000503,0.006762,0.001042,0.001665,0.005568,0.005188,0.010050,-0.003787,0.001218,0.005163,-0.006118,0.004048,-0.000825,0.000635,0.002769
6,SL_noMu,0,1000,100,10,1.000000,0.001994,0.001747,0.012075,0.000977,0.022127,0.018992,0.015286,0.001837,0.032352,0.014815,0.000000,0.000146,0.007966,0.000000,0.001075,0.001019,0.003227,0.000000,0.000000,0.008632,0.000439,0.000000,0.000000,0.000000,0.002300,0.003897,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001530,0.001103,0.000000,0.000253,0.001927,0.000000,0.000000,0.001745,0.008712,0.000000,0.000000,0.002315,0.000000,0.004324,0.000000,0.000000,0.001921
7,MPL,0,1000,100,10,0.001330,0.023253,0.027639,0.021684,0.013380,0.013088,0.022692,0.018688,0.022041,-0.007469,0.015105,-0.017586,-0.027706,-0.026725,-0.006811,0.002599,-0.002864,-0.007635,-0.002143,-0.004194,-0.010080,-0.010983,-0.027525,-0.009765,0.000490,-0.009237,0.010933,0.001100,-0.012158,-0.000395,-0.000663,-0.014544,-0.028178,0.000079,0.003980,-0.018921,0.008964,-0.008560,0.007536,0.002529,0.004519,-0.017634,-0.011942,-0.020399,-0.008125,0.000689,-0.024278,-0.008842,-0.024013,-0.021478,-0.010907
7,SL,0,1000,100,10,0.001147,0.013314,0.046525,0.043398,-0.000020,0.010837,-0.001280,0.011726,-0.000085,-0.019399,0.015588,-0.019327,-0.026350,-0.028644,-0.012468,-0.002211,-0.000303,-0.008221,-0.005345,-0.009127,-0.010520,-0.014581,-0.027059,-0.016195,-0.001043,-0.012976,0.011981,-0.002214,-0.003728,0.008675,0.005745,-0.020510,-0.027057,-0.001211,-0.003880,-0.017221,0.034873,-0.005002,-0.002829,-0.002861,-0.003540,-0.020116,-0.011008,-0.021865,-0.011967,-0.010538,-0.023910,-0.008347,-0.022324,-0.016464,-0.011408
7,MPL_noMu,0,1000,100,10,1.000000,0.027935,0.027169,0.020358,0.017443,0.016382,0.023798,0.015499,0.024141,0.010771,0.016320,0.002980,-0.001413,0.003133,0.007197,0.006668,-0.001941,0.001146,0.012015,0.005516,0.002740,0.003417,-0.000144,0.002503,0.001885,0.003239,0.015390,0.011665,-0.007536,0.000857,0.000635,0.006182,-0.001695,0.001484,0.008767,-0.001252,0.012238,-0.001016,0.009666,0.005670,0.011911,0.003609,0.000735,0.002236,0.004800,0.010827,0.000007,0.000352,-0.000233,-0.005013,0.004210
7,SL_noMu,0,1000,100,10,1.000000,0.014103,0.044819,0.041782,0.002226,0.011154,0.000169,0.012078,0.000567,0.000000,0.014782,0.000000,0.000000,0.000000,0.000000,0.000000,0.000150,0.000000,0.008240,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.012368,0.009494,0.000981,0.008432,0.006105,0.000000,0.000000,0.000160,0.000000,0.000000,0.033586,0.000577,0.000337,0.000000,0.003718,0.000000,0.000000,0.000000,0.001346,0.001188,0.000000,0.000000,0.000000,0.000000,0.004948
8,MPL,0,1000,100,10,0.001685,0.019686,0.013964,0.013544,0.019802,0.018587,0.021089,0.028904,0.020221,0.021064,0.011039,-0.009091,0.003802,0.009218,-0.007318,0.004671,-0.008411,-0.016997,-0.015567,-0.011869,0.007873,0.007894,0.005154,-0.000062,-0.009217,-0.014107,-0.000532,0.013051,-0.010017,0.013244,0.001265,0.009220,-0.007405,-0.008712,0.000009,-0.013691,-0.006544,-0.004864,0.003765,0.009669,-0.014519,-0.000186,0.000929,-0.014376,-0.003959,-0.012298,-0.013800,-0.018287,-0.019363,-0.018567,-0.038281
8,SL,0,1000,100,10,0.001262,0.020788,0.027594,-0.000009,-0.000968,0.009194,0.015034,0.014807,0.019819,0.023876,0.030843,-0.006142,-0.009415,-0.000741,-0.005684,-0.000611,-0.010113,-0.015072,-0.017045,-0.006824,-0.000893,0.016778,-0.001901,-0.007003,-0.008911,-0.016690,-0.008277,0.029285,-0.009697,0.025272,0.011202,0.023807,-0.005403,-0.011287,0.015453,-0.015532,-0.012224,-0.010139,-0.001629,-0.002731,-0.014101,-0.008862,-0.008080,-0.016829,-0.006565,-0.016589,-0.018653,-0.020892,-0.018277,-0.010001,-0.038484
8,MPL_noMu,0,1000,100,10,1.000000,0.023057,0.010218,0.012977,0.021467,0.019807,0.021915,0.031222,0.018156,0.024430,0.011810,-0.001777,0.016947,0.013002,-0.002801,0.008225,0.004176,-0.002343,0.006609,-0.001041,0.011765,0.010626,0.010311,0.005100,-0.002540,0.006164,0.005699,0.018697,0.003958,0.012865,0.002380,0.010334,-0.000429,0.003245,0.001825,0.005731,0.004516,0.009768,0.007465,0.008422,0.003295,0.012884,0.008052,0.004230,0.005226,0.005048,0.007103,0.002610,-0.002891,-0.010463,0.000330
8,SL_noMu,0,1000,100,10,1.000000,0.021958,0.026446,0.000683,0.000302,0.009352,0.014854,0.015636,0.018628,0.026738,0.029669,0.000000,0.001064,0.000000,0.000653,0.000838,0.001141,0.000000,0.004290,0.000000,0.000000,0.017670,0.000527,0.000000,0.000000,0.004202,0.000000,0.028117,0.000000,0.024234,0.014264,0.023196,0.000000,0.000000,0.016869,0.000000,0.000000,0.001145,0.000000,0.000000,0.003558,0.003863,0.000000,0.000000,0.001684,0.001857,0.002086,0.000000,0.000000,0.000000,0.000000
9,MPL,0,1000,100,10,0.001461,0.023875,0.020508,0.007913,0.033118,0.014794,0.004298,0.028878,0.014954,0.031575,0.019843,-0.008473,-0.011413,-0.010901,-0.009580,0.009626,0.006895,0.012340,-0.006585,0.004999,0.000891,-0.007977,-0.004317,-0.003205,0.000648,-0.002935,0.004563,-0.003019,0.005151,0.000595,0.010271,0.009018,-0.001275,-0.015607,-0.006669,0.005296,0.009755,0.004959,-0.014992,-0.004503,0.001817,-0.013811,-0.025529,-0.029823,-0.019245,-0.023207,-0.004604,-0.006267,-0.014420,-0.022476,-0.023311
9,SL,0,1000,100,10,0.001507,0.042278,0.039525,-0.003345,0.024270,0.041797,0.022372,0.043953,0.026780,0.035156,0.032221,-0.012070,-0.014672,-0.010355,-0.007799,-0.001100,0.007275,0.007227,-0.010580,0.002393,-0.004715,-0.009861,-0.004241,-0.002105,-0.002971,-0.006568,0.006548,-0.004410,0.022618,0.006351,0.007814,0.026782,-0.000697,-0.023856,-0.012981,0.008747,0.011498,0.000980,-0.018965,-0.008568,-0.000768,-0.014314,-0.027057,-0.027094,-0.021881,-0.018003,-0.013102,-0.009862,-0.016670,-0.018703,-0.022897
9,MPL_noMu,0,1000,100,10,1.000000,0.021175,0.021107,0.014343,0.031970,0.014489,0.007629,0.027986,0.013582,0.031880,0.021216,0.004766,0.004735,0.000437,-0.001094,0.012984,0.010010,0.016193,0.006409,0.010466,0.004087,0.000353,0.006389,-0.000130,0.005840,0.005201,0.011092,-0.000485,0.003857,-0.000089,0.011866,0.008708,0.003884,0.007681,0.005597,0.013969,0.016796,0.008973,0.005502,0.009966,0.004705,0.010009,0.000821,-0.001289,0.003336,-0.004962,0.007993,0.005165,0.014623,-0.006731,0.001053
9,SL_noMu,0,1000,100,10,1.000000,0.042180,0.039411,0.000395,0.023307,0.040759,0.021668,0.042861,0.025371,0.033067,0.031627,0.000000,0.000000,0.000000,0.000000,0.001309,0.010273,0.012437,0.000000,0.002718,0.000000,0.000000,0.006609,0.000582,0.002110,0.001686,0.007341,0.000000,0.021463,0.007202,0.009053,0.025387,0.001366,0.000000,0.000000,0.015695,0.017949,0.004666,0.000000,0.003739,0.001463,0.009613,0.000000,0.000000,0.000000,0.000000,0.000000,0.001114,0.011173,0.000000,0.000000
10,MPL,0,1000,100,10,0.001417,-0.001051,0.021250,0.022372,0.029468,0.016826,0.035158,0.026492,0.021658,0.025141,0.019297,0.005732,0.007963,0.007116,-0.010045,-0.004621,-0.015713,0.003602,-0.001214,-0.011807,-0.022054,-0.010791,0.002225,-0.000707,-0.009089,-0.015093,0.001459,0.012958,-0.002815,0.008306,0.011163,0.019531,0.002426,0.003965,-0.009295,0.006341,0.005543,0.005046,0.000706,-0.010849,0.007516,-0.028544,-0.026939,-0.024862,-0.028756,-0.017777,-0.013934,-0.023872,-0.026791,-0.002190,-0.018216
10,SL,0,1000,100,10,0.001164,0.033648,0.010238,0.046826,0.008545,0.014239,0.056366,0.009801,0.000132,0.016185,0.007934,-0.001915,-0.003939,-0.001456,-0.011281,-0.006179,-0.011337,-0.002882,-0.001886,-0.017928,-0.020093,-0.016301,-0.000740,-0.006715,-0.008914,-0.001658,-0.002088,0.000186,-0.005946,-0.002314,-0.001290,0.041540,0.000165,-0.003978,-0.012400,0.001551,-0.003787,-0.002203,-0.009579,-0.012317,0.001242,-0.026402,-0.022350,-0.023904,-0.027898,-0.013303,-0.016502,-0.028630,-0.030344,-0.009801,-0.021354
10,MPL_noMu,0,1000,100,10,1.000000,-0.003843,0.025376,0.022002,0.033080,0.021496,0.035689,0.030816,0.025825,0.024500,0.022540,0.014929,0.012403,0.009347,0.004926,-0.001979,-0.003821,0.003460,0.000141,0.005020,-0.001964,0.005114,0.010786,0.003201,-0.000379,-0.014565,0.009939,0.013508,-0.000939,0.012576,0.012683,0.019086,0.014386,0.010288,0.002644,0.018121,0.011205,0.006878,0.010001,0.004056,0.004295,-0.000990,-0.003751,-0.001005,-0.000141,-0.005653,0.002672,0.005679,0.001876,0.009684,0.004009
10,SL_noMu,0,1000,100,10,1.000000,0.031869,0.010562,0.044455,0.008770,0.015855,0.053564,0.009883,0.000708,0.016948,0.007898,0.003165,0.000000,0.000000,0.001270,0.000000,0.000000,0.000000,0.000529,0.000000,0.000000,0.000000,0.008194,0.000000,0.000000,0.000210,0.005283,0.001070,0.000000,0.005808,0.000000,0.039306,0.010178,0.001784,0.000000,0.008192,0.000000,0.000603,0.000000,0.000000,0.003617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11,MPL,0,1000,100,10,0.001155,0.026820,0.029185,0.022499,0.016255,0.022314,0.031806,0.026538,0.005616,0.021921,0.031383,0.010048,0.002602,-0.026299,0.005648,-0.015414,-0.004714,-0.013065,-0.019774,-0.003361,-0.005972,-0.008576,0.003768,-0.002420,0.005444,-0.000642,-0.007300,0.001395,0.001604,-0.016756,-0.005384,0.006997,0.005976,-0.030507,-0.003984,-0.002741,0.001906,-0.010071,-0.022850,-0.018548,-0.016209,-0.020706,-0.016727,-0.020262,-0.025767,-0.024248,0.010122,-0.010182,-0.010220,-0.025314,-0.022659
11,SL,0,1000,100,10,0.000954,0.025622,0.039040,0.037046,0.017248,-0.003026,0.034164,0.028117,-0.002941,0.011014,0.033293,-0.006333,-0.001292,-0.024093,-0.012631,-0.016465,-0.005670,-0.011628,-0.021388,-0.003403,-0.012720,-0.011670,-0.002669,-0.002797,-0.004976,-0.005770,-0.006997,-0.001409,-0.004194,-0.021523,-0.012794,0.021098,0.002098,-0.028622,-0.004953,-0.008430,-0.008933,-0.015946,-0.015776,-0.020078,-0.014133,-0.014514,-0.016251,-0.018194,-0.028600,-0.023873,-0.005287,-0.015451,-0.016234,-0.023983,-0.024559
